year	gvkey	prodmktfluid
1996	63602	7.149970287
1996	63603	6.241642387
1996	63604	8.76956991
1996	63605	14.50114983
1996	63606	6.90214806
1996	63607	15.65774442
1996	63608	7.119928395
1996	63617	10.17161113
1996	63619	5.574295973
1996	63620	6.772332754
1996	63624	10.06054842
1996	63627	6.236217115
1996	63630	4.601180566
1996	63632	5.43978247
1996	63635	11.62258935
1996	63637	7.474487312
1996	63639	23.92981977
1996	63641	5.503025731
1996	63644	6.943587646
1996	63649	8.004423787
1996	63650	12.72831747
1996	63651	6.007421649
1996	63653	3.349475924
1996	63656	13.0001423
1996	63657	11.01672607
1996	63658	5.251043241
1996	63661	4.220314144
1996	63663	7.995575023
1996	63664	7.30845273
1996	63665	6.212795169
1996	63667	5.343622067
1996	63669	10.95007684
1996	63674	7.176694407
1996	63676	8.572466918
1996	63678	8.426913246
1996	63679	8.801780901
1996	63680	7.990030043
1996	63684	5.680531221
1996	63689	9.254171015
1996	63690	5.868495833
1996	63693	12.06794545
1996	63694	5.820159165
1996	63695	9.845164513
1996	63698	8.558320904
1996	63700	8.627242516
1996	63701	1.656059294
1996	63705	6.105882921
1996	63707	4.299732132
1996	63711	9.441336481
1996	63716	2.749978685
1996	63724	5.182811498
1996	63726	5.221624022
1996	63731	9.965193091
1996	63739	5.388493907
1996	63741	5.643614848
1996	63742	9.939824672
1996	63754	6.646880107
1996	63757	7.302593038
1996	63758	8.611586605
1996	63761	10.75712123
1996	63762	9.959167677
1996	63764	11.04384919
1996	63765	6.510155192
1996	63766	6.733837955
1996	63768	6.060940452
1996	63770	9.293692233
1996	63771	9.880861715
1996	63772	10.31441619
1996	63775	5.63271044
1996	63780	9.667056543
1996	63789	8.693337795
1996	63794	5.322780987
1996	63797	6.767272647
1996	63800	8.99593416
1996	63801	10.49510336
1996	63804	12.88407117
1996	63805	8.499437208
1996	63811	14.44815214
1996	63821	6.300821592
1996	63822	5.506222719
1996	63825	9.793870367
1996	63826	3.670773687
1996	63827	5.425906642
1996	63828	10.25628721
1996	63832	6.781394878
1996	63835	6.596499215
1996	63836	8.690355868
1996	63843	7.132370619
1996	63847	6.385020818
1996	63848	7.228025833
1996	63854	7.822534076
1996	63855	7.060284086
1996	63857	5.341373429
1996	63859	6.21240399
1996	63862	4.789721816
1996	63863	6.150403473
1996	63865	9.862454635
1996	63866	10.91052081
1996	63868	7.083955801
1996	63869	9.453473494
1996	63870	11.37306134
1996	63871	5.782627807
1996	63873	6.641829527
1996	63875	10.64103109
1996	63877	8.297262736
1996	63878	10.44296336
1996	63881	6.013366607
1996	63883	5.207571943
1996	63885	8.519768096
1996	63888	6.596300854
1996	63891	23.8617228
1996	63892	6.975434035
1996	63894	11.35228622
1996	63895	6.885955887
1996	63896	9.953880203
1996	63897	7.995074926
1996	63901	7.768169838
1996	63905	7.813181428
1996	63906	4.289982172
1996	63908	3.506311592
1996	63912	4.045223287
1996	63915	8.919255128
1996	63917	13.89176443
1996	63918	6.431172294
1996	63919	7.8014905
1996	63920	3.920557948
1996	63923	14.88062489
1996	63924	4.740240675
1996	63925	5.3713856
1996	63926	4.265934674
1996	63930	5.829354289
1996	63934	12.28027128
1996	63935	9.284822234
1996	63938	8.719565341
1996	63939	16.06953147
1996	63940	6.941300691
1996	63941	15.90466225
1996	63942	11.98724377
1996	63943	11.10085153
1996	63944	9.203334005
1996	63945	12.64065456
1996	63951	10.20595003
1996	63952	9.00355069
1996	63953	5.15905621
1996	63955	8.646735661
1996	63956	7.608189749
1996	63959	6.954171386
1996	63962	15.86706914
1996	63966	6.234244871
1996	63967	6.746259838
1996	63968	6.510764664
1996	63970	4.802444893
1996	63971	4.407296218
1996	63972	2.124725065
1996	63974	2.298249067
1996	63975	4.600197167
1996	63980	5.462810984
1996	63984	8.981568454
1996	63985	12.80620614
1996	63990	7.367138226
1996	63995	5.871900385
1996	63996	14.74391984
1996	63998	14.65040374
1996	64007	10.20622983
1996	64008	12.91553241
1996	64009	4.396585745
1996	64014	7.347741416
1996	64016	3.952779256
1996	64017	4.788219701
1996	64019	7.285904271
1996	64020	7.743270421
1996	64025	12.32581759
1996	64028	13.01315645
1996	64030	6.693509208
1996	64041	10.2189438
1996	64045	6.64493752
1996	64048	3.27055894
1996	64051	6.69316254
1996	64054	9.710226506
1996	64055	9.167676221
1996	64058	6.789235076
1996	64061	6.0130473
1996	64063	11.27492291
1996	64079	5.946004225
1996	64096	3.837636637
1996	64098	5.037205003
1996	64102	4.388556554
1996	64103	8.164200503
1996	64112	11.47430414
1996	64113	8.475270868
1996	64115	12.0691972
1996	64125	5.754757306
1996	64127	5.202612372
1996	64145	12.33424135
1996	64148	4.071221725
1996	64156	8.582351292
1996	64160	3.811717191
1996	64163	7.005928184
1996	64165	6.997335962
1996	64168	10.19061546
1996	64171	5.690089494
1996	64172	4.51861228
1996	64173	7.820650284
1996	64174	5.601024997
1996	64175	5.113616559
1996	64178	6.864548304
1996	64180	2.077354547
1996	64183	7.525602861
1996	64186	7.51372623
1996	64189	12.83989804
1996	64194	16.35545891
1996	64197	9.286977086
1996	64200	4.958363289
1996	64201	11.15790031
1996	64209	10.83974538
1996	64261	7.34172074
1996	64583	12.09067626
1996	65351	9.654041347
1996	102617	3.676081239
1996	103307	4.980977628
1996	118653	14.55134371
1996	153351	8.894859796
1997	1004	3.078673812
1997	1013	7.851802293
1997	1021	2.839774866
1997	1034	6.913106693
1997	1038	5.152342896
1997	1043	3.224354323
1997	1045	8.479905626
1997	1050	4.756045434
1997	1056	6.836847003
1997	1072	4.824987852
1997	1075	10.93348123
1997	1076	5.933030335
1997	1078	5.22419539
1997	1082	3.642704093
1997	1095	11.97291178
1997	1097	11.21689556
1997	1099	2.720890675
1997	1104	2.226366979
1997	1108	4.867652523
1997	1109	3.221918144
1997	1111	8.681283542
1997	1115	6.484661989
1997	1117	5.922074806
1997	1121	10.39823501
1997	1148	8.39455706
1997	1154	2.708303808
1997	1161	8.052659759
1997	1164	14.88878988
1997	1173	2.535268205
1997	1177	11.9394128
1997	1183	4.599205469
1997	1194	15.6372843
1997	1203	4.442714182
1997	1209	6.426999946
1997	1210	2.842243163
1997	1213	7.186208065
1997	1228	8.166268498
1997	1230	5.895943915
1997	1234	2.940169797
1997	1235	3.643432852
1997	1239	0.7040066781
1997	1240	1.920686192
1997	1243	4.637369742
1997	1244	5.913275338
1997	1246	3.698017937
1997	1254	9.249974567
1997	1257	6.104761264
1997	1259	8.461484058
1997	1260	3.016471969
1997	1266	5.481651579
1997	1274	13.35253871
1997	1278	4.168556083
1997	1279	13.156848
1997	1281	3.535385365
1997	1283	3.650802431
1997	1297	4.730012242
1997	1300	5.710335976
1997	1318	9.125379814
1997	1324	5.11966517
1997	1327	3.719020521
1997	1331	6.19894444
1997	1334	6.891442838
1997	1351	5.682655646
1997	1356	6.304273325
1997	1359	8.90990477
1997	1360	6.725950518
1997	1363	3.109608219
1997	1372	3.39647942
1997	1380	3.310004653
1997	1382	10.02578067
1997	1393	5.689384607
1997	1397	1.262583381
1997	1408	4.734911813
1997	1410	4.873781253
1997	1411	2.62370536
1997	1418	5.275681855
1997	1439	11.54629698
1997	1440	15.60478509
1997	1444	7.490513007
1997	1447	11.70340084
1997	1449	7.964721606
1997	1465	7.757596736
1997	1468	2.13545782
1997	1474	10.57978528
1997	1478	4.315465431
1997	1485	11.08011459
1997	1487	6.337322574
1997	1494	4.123413747
1997	1495	4.553896632
1997	1496	3.415178681
1997	1518	3.678593453
1997	1523	5.055878786
1997	1533	8.897441645
1997	1537	2.221335007
1997	1539	5.431149699
1997	1542	3.27977264
1997	1545	7.461892893
1997	1554	3.292901336
1997	1559	7.099038162
1997	1562	7.376794433
1997	1567	5.487510643
1997	1573	2.623271654
1997	1577	5.338657981
1997	1581	10.97908882
1997	1585	3.849436508
1997	1590	8.737172623
1997	1593	3.329309917
1997	1594	2.513748644
1997	1602	13.25168518
1997	1606	5.215608231
1997	1608	5.953009535
1997	1609	7.283040768
1997	1611	11.05882
1997	1618	7.299273175
1997	1619	8.507254684
1997	1627	5.665228083
1997	1632	6.167710534
1997	1633	6.509964438
1997	1634	4.216454209
1997	1635	4.574356812
1997	1641	2.667914131
1997	1642	6.146497498
1997	1650	5.31961119
1997	1651	4.493063963
1997	1655	2.324408317
1997	1659	4.14099185
1997	1661	8.844758341
1997	1663	4.033350498
1997	1677	3.276122342
1997	1678	7.818822424
1997	1682	7.256727874
1997	1686	2.404543005
1997	1690	5.075591928
1997	1703	6.806071997
1997	1704	5.459076891
1997	1706	1.647889947
1997	1712	7.973229609
1997	1721	3.214204441
1997	1722	4.401510376
1997	1728	3.292200139
1997	1743	4.972778443
1997	1755	3.801674514
1997	1762	3.761852717
1997	1766	3.131973213
1997	1772	2.691221921
1997	1773	3.183528575
1997	1780	6.217386641
1997	1781	5.134506865
1997	1783	2.079014001
1997	1786	2.382437725
1997	1789	8.131923213
1997	1794	8.223326874
1997	1820	3.061834571
1997	1823	2.940169797
1997	1824	5.479361619
1997	1831	8.742729682
1997	1832	3.320918143
1997	1837	8.068180839
1997	1848	8.840865246
1997	1849	8.402299874
1997	1856	6.879734419
1997	1860	5.403358438
1997	1864	4.804329404
1997	1866	5.707109192
1997	1875	4.715696809
1997	1877	4.101584184
1997	1878	9.698505878
1997	1884	11.20230397
1997	1891	5.377841648
1997	1902	8.764737242
1997	1906	6.252763548
1997	1913	3.399702965
1997	1919	4.278001255
1997	1920	4.183587093
1997	1923	4.108873843
1997	1926	1.999051924
1997	1939	5.730351435
1997	1940	5.441453949
1997	1943	4.602077223
1997	1949	8.755976541
1997	1953	3.703489706
1997	1956	5.454466155
1997	1968	2.508689558
1997	1969	1.932396665
1997	1971	4.241683535
1997	1974	2.770291768
1997	1976	5.786831833
1997	1979	3.49810954
1997	1981	0.9444857427
1997	1982	7.471750546
1997	1988	3.988452812
1997	1989	3.712245229
1997	1992	2.973223677
1997	1995	12.46380237
1997	1998	8.535430381
1997	2002	14.97189959
1997	2005	7.310043078
1997	2006	5.409013336
1997	2007	13.11379436
1997	2008	4.226850196
1997	2011	10.51677422
1997	2014	9.728765344
1997	2019	11.04652575
1997	2024	8.932482876
1997	2025	11.34810975
1997	2028	5.257181203
1997	2029	7.231214249
1997	2033	3.502258621
1997	2034	3.50402598
1997	2044	3.358249799
1997	2049	3.215049683
1997	2052	3.421724682
1997	2054	10.20174893
1997	2058	5.579541289
1997	2060	2.933550215
1997	2061	4.210161118
1997	2070	5.714310736
1997	2080	3.391058533
1997	2085	4.265265685
1997	2086	5.243817081
1997	2088	4.128988893
1997	2100	9.366490696
1997	2101	1.715449635
1997	2111	1.914386196
1997	2113	3.305182414
1997	2124	2.699676799
1997	2128	8.550572372
1997	2130	2.083479223
1997	2136	10.05153893
1997	2138	2.916665308
1997	2146	14.33427005
1997	2150	7.626258906
1997	2154	3.307842409
1997	2159	11.45132092
1997	2163	5.040986096
1997	2169	3.490067541
1997	2175	6.525286814
1997	2176	7.146748201
1997	2183	5.587671283
1997	2184	6.297566092
1997	2188	4.310512063
1997	2189	5.602070373
1997	2190	4.794415459
1997	2193	8.822632245
1997	2204	10.64327175
1997	2213	9.904392773
1997	2214	9.242277515
1997	2215	1.66684923
1997	2220	3.720891238
1997	2222	10.7068106
1997	2226	12.97648564
1997	2230	7.273855553
1997	2237	6.355233403
1997	2239	1.919477456
1997	2246	7.293375433
1997	2249	2.377772254
1997	2251	6.123302559
1997	2255	3.045938391
1997	2259	8.313519118
1997	2265	1.943795882
1997	2267	2.639419008
1997	2269	6.460383597
1997	2270	4.354371313
1997	2271	3.576892716
1997	2282	3.385990645
1997	2285	5.09055939
1997	2290	2.334659602
1997	2295	5.246833999
1997	2299	11.03390748
1997	2302	5.659423998
1997	2308	7.34702014
1997	2312	3.253354103
1997	2322	5.052532295
1997	2328	3.833701012
1997	2337	2.76595755
1997	2340	6.534520633
1997	2342	2.640831243
1997	2345	4.235601439
1997	2346	2.48456947
1997	2351	9.470730667
1997	2356	3.558664871
1997	2390	2.48432414
1997	2393	2.164116586
1997	2402	9.108460841
1997	2403	4.025864331
1997	2424	5.603712372
1997	2435	1.698143808
1997	2436	4.647508216
1997	2437	8.372499825
1997	2439	2.855551393
1997	2444	2.40085774
1997	2447	6.318686261
1997	2461	3.436457579
1997	2464	8.035980286
1997	2467	5.529299569
1997	2482	1.086689036
1997	2484	3.43286184
1997	2489	4.655089358
1997	2490	7.541799637
1997	2497	4.022430078
1997	2498	8.148381889
1997	2507	8.026310371
1997	2508	2.592231033
1997	2518	1.120507065
1997	2519	2.992653382
1997	2521	4.717369233
1997	2536	7.081560565
1997	2537	5.642928045
1997	2538	4.492304556
1997	2547	13.89367591
1997	2549	9.091374426
1997	2553	3.938208247
1997	2554	2.53943855
1997	2555	3.948813681
1997	2556	2.620606602
1997	2558	7.486820727
1997	2561	2.852207945
1997	2562	1.558785689
1997	2573	8.528766116
1997	2577	3.805950572
1997	2581	3.905804201
1997	2589	7.942524244
1997	2593	5.082910165
1997	2595	4.06438945
1997	2596	6.422001157
1997	2598	4.494557258
1997	2602	4.162503722
1997	2606	3.659682465
1997	2615	5.931508684
1997	2616	13.35998885
1997	2620	4.964281717
1997	2625	7.504952343
1997	2628	7.903892253
1997	2633	6.834522449
1997	2634	3.513627735
1997	2646	11.0142031
1997	2662	8.115177778
1997	2663	3.485858971
1997	2677	8.91793695
1997	2710	3.790554844
1997	2731	12.41489673
1997	2751	3.978745926
1997	2771	2.665969168
1997	2783	14.28261441
1997	2784	3.302135557
1997	2785	4.935571371
1997	2787	2.858206608
1997	2797	1.932513743
1997	2800	8.069932617
1997	2802	2.013983287
1997	2803	5.270567761
1997	2807	6.864066494
1997	2811	2.58314336
1997	2812	3.27913097
1997	2817	1.910048784
1997	2818	4.907693036
1997	2829	4.133201875
1997	2845	9.479606444
1997	2846	13.10736292
1997	2847	6.859938246
1997	2849	7.148085807
1997	2856	8.049213178
1997	2860	11.12306432
1997	2870	12.67880903
1997	2872	2.448250651
1997	2884	11.4379821
1997	2886	6.52550993
1997	2888	6.287750365
1997	2889	4.29426646
1997	2891	6.478229783
1997	2903	5.848967991
1997	2908	8.691814628
1997	2916	3.90278525
1997	2917	4.15383577
1997	2928	9.169314859
1997	2929	3.665413115
1997	2938	4.438462939
1997	2939	6.888332098
1997	2940	15.55784284
1997	2942	6.037264071
1997	2950	7.402000177
1997	2951	3.105568502
1997	2953	6.214354419
1997	2955	6.635054192
1997	2960	3.019774752
1997	2963	3.249964569
1997	2965	4.472020607
1997	2975	2.332073027
1997	2982	2.224861255
1997	2986	8.380079328
1997	2991	10.98168793
1997	3002	4.313586021
1997	3007	6.75212266
1997	3011	10.93139898
1997	3013	3.499554495
1997	3015	9.47257018
1997	3016	3.928606799
1997	3022	9.229810037
1997	3024	7.658632337
1997	3026	3.836884224
1997	3028	4.309371413
1997	3031	5.707679295
1997	3033	9.324935216
1997	3041	3.823837044
1997	3048	7.511731584
1997	3053	7.818601812
1997	3054	6.035877562
1997	3055	5.359018133
1997	3063	13.6784493
1997	3066	16.1888455
1997	3071	7.117329742
1997	3078	10.07544667
1997	3082	12.51604478
1997	3087	1.895791392
1997	3093	3.474358268
1997	3103	4.756373211
1997	3105	13.63560617
1997	3107	6.107752476
1997	3111	5.460791263
1997	3114	4.476533621
1997	3116	4.333126625
1997	3121	3.297125934
1997	3122	8.20642348
1997	3126	3.698084345
1997	3129	3.877833274
1997	3130	11.26652154
1997	3138	4.603433618
1997	3144	4.504074901
1997	3153	6.306995833
1997	3156	4.774735396
1997	3157	7.127106606
1997	3158	5.309014518
1997	3164	3.698416146
1997	3171	12.60203019
1997	3172	9.526536811
1997	3178	2.561858089
1997	3185	6.244973001
1997	3200	4.766222132
1997	3203	4.820409315
1997	3206	7.225902963
1997	3216	4.3847682
1997	3218	6.427358571
1997	3221	4.442891304
1997	3226	17.3235889
1997	3229	8.164370213
1997	3230	5.401698128
1997	3231	10.46159037
1997	3240	10.49320743
1997	3243	16.02030955
1997	3246	5.008446812
1997	3248	2.784433073
1997	3255	10.2348832
1997	3257	9.754674474
1997	3265	9.494786013
1997	3273	10.72496966
1997	3275	2.928123418
1997	3277	8.858656161
1997	3278	13.35737171
1997	3282	7.747110741
1997	3288	11.41730251
1997	3291	5.7263537
1997	3297	3.903923287
1997	3310	5.879392014
1997	3311	5.193234422
1997	3315	5.140217679
1997	3333	5.137240322
1997	3336	2.879213237
1997	3342	2.503208956
1997	3343	3.076542493
1997	3354	4.392185127
1997	3358	6.499639351
1997	3365	5.198459501
1997	3366	8.214690599
1997	3369	4.340032747
1997	3373	4.720476927
1997	3375	2.975470163
1997	3384	2.731904345
1997	3391	7.969402126
1997	3393	7.772066859
1997	3394	9.213491789
1997	3399	6.277684103
1997	3407	6.499866931
1997	3408	6.298551207
1997	3409	6.261528286
1997	3410	4.633329602
1997	3413	2.563577857
1997	3416	6.079959709
1997	3419	7.896677666
1997	3422	4.478230475
1997	3424	6.424552398
1997	3429	7.422362204
1997	3444	5.698963537
1997	3461	7.680805563
1997	3465	2.494713368
1997	3497	7.188115842
1997	3502	4.066323002
1997	3504	7.188115842
1997	3505	4.892580071
1997	3515	11.34383659
1997	3518	3.695213221
1997	3527	9.468921274
1997	3532	2.70212085
1997	3555	12.29004177
1997	3556	2.128693678
1997	3562	5.649890328
1997	3570	5.778622174
1997	3574	10.18370096
1997	3580	4.645172638
1997	3581	5.93202898
1997	3584	8.976238775
1997	3594	5.228403219
1997	3607	5.088471787
1997	3609	3.793612155
1997	3612	2.579812294
1997	3615	4.792395012
1997	3617	4.678867161
1997	3618	3.219252497
1997	3619	2.087439924
1997	3622	2.851233816
1997	3625	6.695245181
1997	3637	9.488496857
1997	3639	3.443044046
1997	3640	6.752463674
1997	3643	8.441486714
1997	3647	3.514818993
1997	3650	5.672603814
1997	3662	4.242136766
1997	3668	5.902524648
1997	3673	3.722914779
1997	3684	5.216928035
1997	3686	7.53509129
1997	3691	7.983263464
1997	3693	3.323588362
1997	3700	1.749467549
1997	3705	10.04261856
1997	3707	6.648017205
1997	3708	9.776767689
1997	3713	4.528475389
1997	3734	1.401836462
1997	3735	2.600912597
1997	3736	4.025337145
1997	3747	5.70909416
1997	3756	6.205980625
1997	3760	7.615757168
1997	3761	6.143859636
1997	3772	3.773745267
1997	3773	7.555889552
1997	3776	6.664897393
1997	3779	2.730998478
1997	3781	5.57526721
1997	3782	7.706507364
1997	3785	5.731517939
1997	3786	5.177722909
1997	3793	4.708985823
1997	3796	5.437395341
1997	3798	7.124257585
1997	3806	3.743353504
1997	3807	10.02739877
1997	3814	8.149958919
1997	3820	7.014560606
1997	3821	3.66891901
1997	3824	5.347211236
1997	3835	4.263952336
1997	3839	6.247146376
1997	3840	2.493357459
1997	3844	6.169417068
1997	3848	12.99786897
1997	3851	7.104301682
1997	3855	5.883460504
1997	3862	6.719417029
1997	3863	2.043932554
1997	3872	4.909612116
1997	3878	6.721518118
1997	3886	5.682536003
1997	3892	4.078079071
1997	3895	1.906389466
1997	3897	8.009216892
1997	3905	12.30493356
1997	3916	8.876752294
1997	3917	8.92975314
1997	3918	5.315735866
1997	3933	9.07730624
1997	3935	3.90625624
1997	3937	5.816071658
1997	3946	2.45450977
1997	3949	7.275606856
1997	3955	6.646843878
1997	3962	3.234625278
1997	3964	0.6088706406
1997	3969	3.000929712
1997	3971	4.355717525
1997	3980	8.360589471
1997	4001	2.769635937
1997	4005	3.014654122
1997	4016	3.078970233
1997	4024	2.987921011
1997	4029	10.76007687
1997	4036	1.400198823
1997	4051	3.716915927
1997	4052	6.589605169
1997	4054	3.734518674
1997	4058	3.165151626
1997	4060	3.401231883
1997	4062	5.54737021
1997	4065	19.14293081
1997	4066	3.475160042
1997	4069	2.428221694
1997	4072	4.896566435
1997	4073	4.38163819
1997	4077	9.185667765
1997	4078	4.555166535
1997	4083	3.20622091
1997	4087	4.613628148
1997	4090	3.194709194
1997	4091	4.558108666
1997	4093	9.211753126
1997	4103	10.791753
1997	4105	3.468159103
1997	4108	3.743505684
1997	4115	3.993736752
1997	4121	4.007241874
1997	4123	3.151799512
1997	4124	6.390756971
1997	4127	5.38900507
1997	4128	4.699940958
1997	4132	6.043974705
1997	4145	4.778356041
1997	4148	3.426473782
1997	4156	4.229767277
1997	4160	6.739771789
1997	4162	7.778980243
1997	4173	3.507932304
1997	4176	8.171623025
1997	4182	3.553928169
1997	4186	1.803194595
1997	4189	7.149658931
1997	4191	14.6197541
1997	4193	6.431139847
1997	4194	0.7104694062
1997	4199	1.846580821
1997	4201	6.016635069
1997	4204	2.882295231
1997	4205	11.15597713
1997	4213	6.280873412
1997	4218	4.7541607
1997	4220	4.364240101
1997	4222	3.96434522
1997	4223	2.967034315
1997	4228	6.289778852
1997	4230	5.767225999
1997	4241	8.79878141
1997	4242	6.812973351
1997	4251	3.057100763
1997	4265	5.367311044
1997	4273	4.092789571
1997	4274	5.759023981
1997	4275	3.832956052
1997	4279	7.909178628
1997	4283	7.050463597
1997	4292	6.964354856
1997	4293	3.027929954
1997	4296	3.20788042
1997	4321	3.941487186
1997	4322	3.613925028
1997	4328	3.40190653
1997	4329	7.249182499
1997	4331	6.265042894
1997	4335	6.084936367
1997	4340	8.472579334
1997	4344	6.801707892
1997	4351	8.629343016
1997	4352	7.960764024
1997	4367	6.144466143
1997	4369	4.8433938
1997	4371	3.547028718
1997	4372	2.631706633
1997	4374	2.541072621
1997	4381	3.596656441
1997	4383	4.904086813
1997	4393	7.709843113
1997	4409	12.26856985
1997	4412	4.325236072
1997	4413	4.015078997
1997	4415	3.068940209
1997	4418	10.66460182
1997	4423	1.521558385
1997	4424	6.010406661
1997	4430	6.090788
1997	4434	5.410497786
1997	4443	8.053553957
1997	4448	2.467156173
1997	4450	3.558687352
1997	4456	9.962105461
1997	4457	4.497526745
1997	4460	5.731999699
1997	4462	2.841152344
1997	4467	5.728632261
1997	4469	1.738999852
1997	4476	7.530753727
1997	4477	7.505637076
1997	4479	1.816369064
1997	4494	5.340202733
1997	4496	9.223263798
1997	4497	3.824881523
1997	4498	3.207893831
1997	4503	4.062619147
1997	4506	12.08529522
1997	4510	3.878231858
1997	4515	4.092176881
1997	4517	7.277248573
1997	4520	2.663603648
1997	4523	2.57025988
1997	4530	6.5922941
1997	4546	3.015179438
1997	4553	3.876326902
1997	4560	3.692210933
1997	4568	5.473724859
1997	4572	3.754860432
1997	4573	4.044628705
1997	4579	1.08088508
1997	4585	2.280022028
1997	4595	2.346554933
1997	4598	4.416906664
1997	4600	2.234130777
1997	4605	5.580564598
1997	4607	1.872105669
1997	4608	2.811796745
1997	4611	1.078208426
1997	4622	1.694196276
1997	4623	3.763185841
1997	4639	2.121050327
1997	4640	7.555904682
1997	4641	2.749586062
1997	4645	4.237731113
1997	4666	8.697103031
1997	4674	11.55836011
1997	4675	7.538792726
1997	4678	5.086994298
1997	4679	10.41254703
1997	4680	5.614833571
1997	4682	9.553771239
1997	4685	8.573145827
1997	4690	5.36201961
1997	4694	7.458377142
1997	4708	11.95197868
1997	4719	4.185547181
1997	4723	9.553771239
1997	4731	5.838601146
1997	4737	10.80382097
1997	4739	7.150865457
1997	4740	8.198742871
1997	4742	2.949200798
1997	4743	3.765686099
1997	4758	2.345527294
1997	4759	9.152855635
1997	4764	7.732000774
1997	4768	5.674918676
1997	4769	5.232710021
1997	4771	1.418798343
1997	4783	2.506300484
1997	4790	1.872147875
1997	4800	7.750824463
1997	4801	4.218379539
1997	4802	2.335708837
1997	4806	5.269822417
1997	4807	3.724687071
1997	4809	1.915766746
1997	4817	3.753310908
1997	4819	2.772018668
1997	4826	10.09560419
1997	4828	2.496140892
1997	4830	4.392275992
1997	4839	11.79444811
1997	4842	6.939811397
1997	4843	5.888154773
1997	4844	15.92920743
1997	4847	3.870704964
1997	4860	2.730606477
1997	4864	3.92096018
1997	4878	6.666035062
1997	4885	8.514957399
1997	4894	18.03204702
1997	4900	5.395161252
1997	4903	1.918286749
1997	4911	3.309521144
1997	4918	6.076471713
1997	4926	2.949158787
1997	4932	11.13301293
1997	4936	3.07291552
1997	4941	4.129092448
1997	4954	7.707202162
1997	4961	9.90621499
1997	4972	3.476629355
1997	4973	5.653783082
1997	4975	5.719904029
1997	4985	4.555368412
1997	4987	7.719736961
1997	4988	5.059076812
1997	4990	3.904491238
1997	4993	1.790388385
1997	5018	2.950221539
1997	5020	8.708944182
1997	5027	5.801975844
1997	5032	3.871105256
1997	5038	3.03276309
1997	5043	9.559619231
1997	5046	4.972224326
1997	5047	7.076995653
1997	5060	2.522065186
1997	5061	2.509889012
1997	5063	7.689079132
1997	5065	3.814534253
1997	5066	1.420491098
1997	5070	2.923916344
1997	5071	3.958075335
1997	5073	5.310970073
1997	5074	5.310970073
1997	5079	16.06916967
1997	5080	4.992301884
1997	5087	3.47716041
1997	5109	4.141676481
1997	5111	3.635051353
1997	5116	4.201207024
1997	5121	3.040282163
1997	5122	2.928123418
1997	5125	2.641667215
1997	5129	6.710282833
1997	5133	4.373761225
1997	5142	3.023375338
1997	5149	5.120609918
1997	5151	3.998860051
1997	5152	4.878754766
1997	5161	5.261022879
1997	5165	2.900332667
1997	5166	2.798989928
1997	5169	2.003888069
1997	5174	8.895749229
1997	5179	6.204284175
1997	5181	1.279249757
1997	5187	6.051641786
1997	5205	2.687947181
1997	5210	1.854968957
1997	5211	12.65780654
1997	5215	6.240924066
1997	5216	13.97928472
1997	5218	6.583115267
1997	5229	3.097688359
1997	5234	4.848188424
1997	5237	2.653584959
1997	5250	4.912008814
1997	5252	2.364149792
1997	5253	4.095421236
1997	5256	4.294067989
1997	5275	1.369757824
1997	5284	12.53368041
1997	5295	3.581228463
1997	5301	2.667284838
1997	5306	3.557190132
1997	5313	4.800603798
1997	5327	1.12599322
1997	5330	10.03454248
1997	5331	7.97239995
1997	5334	3.358302127
1997	5336	11.30022314
1997	5342	5.067802155
1997	5374	3.433358864
1997	5377	2.032740003
1997	5379	5.345799179
1997	5395	6.962583412
1997	5399	6.248542148
1997	5408	6.340216003
1997	5412	6.079435775
1997	5417	7.525595394
1997	5420	6.125108677
1997	5421	9.623200303
1997	5422	2.754986289
1997	5432	4.600937495
1997	5439	2.497021234
1997	5442	5.515973252
1997	5456	2.193381941
1997	5458	5.37783076
1997	5460	3.029389392
1997	5464	2.607477842
1997	5465	3.866087082
1997	5475	8.872642565
1997	5476	1.062546461
1997	5479	3.181599619
1997	5485	4.291653063
1997	5492	6.327923716
1997	5496	3.365199847
1997	5503	9.536384728
1997	5505	1.594308287
1997	5508	9.340630517
1997	5518	6.916527335
1997	5520	3.523365368
1997	5523	3.007856233
1997	5526	20.28425112
1997	5530	2.341937791
1997	5539	3.904164557
1997	5543	13.36876668
1997	5545	3.790698571
1997	5549	2.413441642
1997	5557	12.44979341
1997	5558	3.280510648
1997	5559	1.265252962
1997	5560	10.30155626
1997	5564	3.409845705
1997	5565	11.46882266
1997	5566	2.84570921
1997	5567	3.771641428
1997	5568	3.539288578
1997	5569	1.436761999
1997	5572	2.11015486
1997	5578	1.955308964
1997	5579	5.656917204
1997	5581	8.656363576
1997	5589	2.596617211
1997	5594	6.133234797
1997	5597	4.231598176
1997	5600	9.401871555
1997	5606	6.587559172
1997	5608	4.038814675
1997	5619	4.110991487
1997	5621	4.105376067
1997	5626	3.203619374
1997	5639	4.374309075
1997	5643	16.3441629
1997	5667	3.782836329
1997	5671	15.23352274
1997	5680	4.404356742
1997	5686	9.907911471
1997	5690	4.441331766
1997	5693	3.18528689
1997	5697	5.453571029
1997	5709	2.849661298
1997	5711	7.874811266
1997	5721	1.494251724
1997	5723	11.08355675
1997	5726	3.540072056
1997	5729	6.46903875
1997	5735	8.407718682
1997	5742	8.575101573
1997	5750	6.692858114
