year	gvkey	prodmktfluid
1989	1863	15.12852781
1989	1864	4.135420741
1989	1865	4.192382459
1989	1866	7.287371866
1989	1873	0.8846505109
1989	1875	4.899168185
1989	1877	4.995992252
1989	1878	6.406596493
1989	1884	3.967383673
1989	1888	6.445661917
1989	1891	6.977124521
1989	1895	24.95951035
1989	1900	3.237892856
1989	1902	9.371143263
1989	1903	7.806222755
1989	1904	6.872839282
1989	1905	2.807610626
1989	1906	7.263352268
1989	1910	8.622695685
1989	1912	7.512003055
1989	1913	3.854623009
1989	1919	2.59934235
1989	1920	8.344891716
1989	1923	5.239121624
1989	1926	1.823843147
1989	1930	3.469671038
1989	1939	4.995288347
1989	1940	15.12852781
1989	1943	5.560041094
1989	1949	10.99728883
1989	1950	14.47278503
1989	1951	7.360601058
1989	1952	10.42291056
1989	1953	6.05447154
1989	1956	4.351448768
1989	1968	1.376634368
1989	1969	2.647260797
1989	1971	4.318230046
1989	1973	5.805551927
1989	1974	6.484290716
1989	1976	7.249758773
1989	1979	3.43533594
1989	1981	2.059085667
1989	1982	13.77736935
1989	1986	10.60318803
1989	1988	3.565591539
1989	1989	1.781937641
1989	1990	12.69567402
1989	1992	4.240475415
1989	1995	16.69910947
1989	1998	11.88241918
1989	2004	5.683346957
1989	2005	27.92463173
1989	2006	5.048470424
1989	2007	13.2007529
1989	2008	8.092118571
1989	2011	3.332969512
1989	2013	3.841257659
1989	2014	13.27174307
1989	2015	4.375012422
1989	2017	8.075737368
1989	2019	10.15970935
1989	2021	8.665138632
1989	2022	9.931498603
1989	2024	6.341697127
1989	2025	6.73500624
1989	2028	4.505831472
1989	2029	6.112602918
1989	2031	10.83981453
1989	2033	5.364226475
1989	2034	7.318918279
1989	2044	4.234367791
1989	2045	1.929199142
1989	2049	3.360396343
1989	2052	11.97920233
1989	2054	10.21241613
1989	2055	10.2838533
1989	2057	4.338216501
1989	2058	8.142599272
1989	2059	7.009326777
1989	2060	8.312608721
1989	2061	3.614353434
1989	2065	5.414472623
1989	2067	10.52734108
1989	2070	7.268864907
1989	2072	6.755893071
1989	2073	17.89172137
1989	2085	4.465141477
1989	2086	5.769919406
1989	2087	10.6282374
1989	2088	6.558155456
1989	2089	12.0960676
1989	2091	2.365930982
1989	2098	6.702660772
1989	2100	9.859947825
1989	2101	3.746303781
1989	2111	2.85456401
1989	2113	4.846697326
1989	2124	4.43277781
1989	2127	10.47262193
1989	2128	4.813025977
1989	2130	3.213964533
1989	2136	16.81640434
1989	2137	14.22242611
1989	2138	15.12852781
1989	2146	14.10460543
1989	2150	6.380190608
1989	2154	1.943064858
1989	2158	8.866509995
1989	2159	13.33671608
1989	2163	3.929086126
1989	2169	3.761934798
1989	2175	11.28329254
1989	2176	10.34949589
1989	2183	6.420268109
1989	2184	3.318373689
1989	2188	4.125345607
1989	2189	8.527522443
1989	2190	4.087241583
1989	2197	2.653749589
1989	2201	3.80160244
1989	2204	27.92463173
1989	2213	3.763450715
1989	2214	5.937170212
1989	2215	4.496392365
1989	2219	6.263079695
1989	2220	3.640802567
1989	2222	10.64240327
1989	2225	4.151086959
1989	2226	11.5954559
1989	2230	8.009371415
1989	2235	7.42219053
1989	2237	8.042564697
1989	2239	4.554360971
1989	2244	7.505998273
1989	2246	6.348213406
1989	2249	5.417189147
1989	2251	10.77812879
1989	2252	2.281390148
1989	2253	1.436055415
1989	2255	8.698701248
1989	2259	20.12599908
1989	2260	6.504091643
1989	2264	3.410358692
1989	2265	23.54582683
1989	2267	16.95583964
1989	2269	8.575806288
1989	2270	9.079087171
1989	2281	5.384190095
1989	2282	4.208510091
1989	2283	2.825301223
1989	2285	4.555608865
1989	2286	12.36189278
1989	2289	3.12485343
1989	2290	5.321801839
1989	2293	12.76328412
1989	2294	7.865863669
1989	2302	5.78023248
1989	2304	6.482660219
1989	2308	5.65073279
1989	2309	3.827295794
1989	2312	6.021331678
1989	2316	27.92463173
1989	2327	2.857899753
1989	2328	16.88117112
1989	2334	3.990651386
1989	2336	12.42214418
1989	2337	6.429031879
1989	2340	7.571881746
1989	2345	3.908369598
1989	2346	6.029372722
1989	2351	6.759656283
1989	2352	5.554732068
1989	2360	1.560149398
1989	2362	13.3080521
1989	2366	10.89432841
1989	2375	4.590317941
1989	2380	3.665871103
1989	2390	24.67903156
1989	2393	1.72702068
1989	2403	3.775001346
1989	2413	8.109948131
1989	2417	7.110634966
1989	2424	9.680702621
1989	2433	3.152510861
1989	2435	4.350604492
1989	2437	10.19462514
1989	2439	14.53894131
1989	2443	4.012679192
1989	2444	5.588349943
1989	2447	8.118600737
1989	2448	4.506344062
1989	2457	2.451615411
1989	2461	4.099083199
1989	2464	9.554891373
1989	2467	7.584361929
1989	2475	3.889803852
1989	2482	2.669029856
1989	2484	8.053024267
1989	2490	21.22140007
1989	2497	4.348125757
1989	2498	6.993884816
1989	2504	15.14233176
1989	2507	14.01280454
1989	2508	3.320342062
1989	2514	8.673401977
1989	2515	5.285989668
1989	2518	2.244659295
1989	2519	5.327618963
1989	2525	3.128872705
1989	2527	4.231328154
1989	2529	3.999907894
1989	2536	4.82946145
1989	2537	7.513687049
1989	2538	7.405261985
1989	2541	5.957784365
1989	2547	20.36064209
1989	2553	9.456303515
1989	2554	2.983536092
1989	2556	6.817816631
1989	2558	11.53014725
1989	2561	6.461091525
1989	2562	2.977186004
1989	2569	12.68883725
1989	2572	3.001387152
1989	2573	6.016294797
1989	2574	27.92463173
1989	2577	7.702255767
1989	2578	6.452589278
1989	2581	4.48450089
1989	2589	8.635811669
1989	2593	9.325162068
1989	2595	6.36374501
1989	2596	2.631127109
1989	2598	2.729965983
1989	2602	4.610005693
1989	2604	7.966427781
1989	2605	10.97724864
1989	2606	3.063940124
1989	2612	22.31740785
1989	2614	4.353217722
1989	2615	4.666327095
1989	2616	9.049970987
1989	2622	8.575872678
1989	2625	6.818266839
1989	2628	8.330328886
1989	2630	13.55934985
1989	2633	5.15029889
1989	2634	1.155702588
1989	2636	3.6600763
1989	2639	3.743994842
1989	2646	6.028916721
1989	2653	8.539453459
1989	2662	10.06360926
1989	2663	2.472809907
1989	2697	10.87803316
1989	2698	21.89990951
1989	2710	3.453525435
1989	2711	8.18417941
1989	2717	7.271057496
1989	2729	10.09015571
1989	2740	5.502244878
1989	2751	4.656015602
1989	2761	6.779863221
1989	2763	18.17020558
1989	2771	2.395928467
1989	2773	4.822045949
1989	2781	4.435503499
1989	2783	21.33479069
1989	2785	8.368731435
1989	2787	4.368529543
1989	2788	4.683748535
1989	2792	4.421760121
1989	2796	5.421756076
1989	2797	2.653969602
1989	2800	7.940069773
1989	2802	2.203602956
1989	2803	6.119639432
1989	2807	6.77842086
1989	2811	2.678729461
1989	2812	5.423986122
1989	2817	2.577795328
1989	2818	6.373195121
1989	2820	5.46008749
1989	2832	6.501219608
1989	2836	8.8694507
1989	2839	9.702361879
1989	2845	15.48703384
1989	2846	5.284998834
1989	2847	13.54696646
1989	2849	7.46583826
1989	2850	19.20290216
1989	2854	5.077318946
1989	2856	24.6938665
1989	2858	20.34127921
1989	2859	12.1948958
1989	2860	11.7719857
1989	2861	4.28318289
1989	2870	14.92366374
1989	2872	4.274867096
1989	2874	26.15006447
1989	2884	19.408174
1989	2886	13.66212667
1989	2888	7.154268221
1989	2889	11.01688419
1989	2890	6.254619627
1989	2891	6.09846712
1989	2897	15.39566896
1989	2901	9.557053424
1989	2905	2.928840934
1989	2909	6.674386431
1989	2916	6.672464779
1989	2917	9.874282774
1989	2918	3.377928826
1989	2922	8.616880544
1989	2928	9.433184672
1989	2929	11.53896196
1989	2930	17.87185552
1989	2938	6.283225636
1989	2939	12.20472378
1989	2943	7.253861309
1989	2950	6.817481636
1989	2951	6.578588065
1989	2953	6.816487565
1989	2955	2.361263175
1989	2960	3.632210616
1989	2962	11.40795637
1989	2965	4.370450143
1989	2967	7.018632362
1989	2968	19.25109797
1989	2975	2.761053805
1989	2983	0.9418873028
1989	2986	11.24948627
1989	2991	14.27908275
1989	3002	4.490004429
1989	3007	4.531967087
1989	3011	7.168156552
1989	3013	4.131461537
1989	3015	12.32556359
1989	3016	3.865676185
1989	3020	10.91954325
1989	3022	7.853738423
1989	3024	17.16972099
1989	3026	4.322621414
1989	3031	3.451880123
1989	3033	17.46615578
1989	3036	7.342704582
1989	3039	16.33074234
1989	3040	7.040724739
1989	3041	2.761041187
1989	3047	7.375744156
1989	3048	5.066031783
1989	3049	5.60400588
1989	3050	2.852920457
1989	3051	7.973580143
1989	3053	5.789809408
1989	3054	4.542027902
1989	3055	4.300835324
1989	3057	6.960803921
1989	3058	20.67466639
1989	3063	8.582573384
1989	3070	12.16944115
1989	3071	27.92463173
1989	3075	7.626712606
1989	3076	19.18258882
1989	3078	2.654720947
1989	3082	9.945822197
1989	3083	12.93998216
1989	3084	5.97401416
1989	3087	2.002524892
1989	3089	4.502424666
1989	3091	4.772602214
1989	3093	7.245005241
1989	3103	8.487919757
1989	3104	5.40584012
1989	3105	4.458801946
1989	3107	11.57232229
1989	3108	16.83515811
1989	3111	7.969226686
1989	3115	8.562527574
1989	3116	6.050943679
1989	3121	3.270431369
1989	3122	3.726590277
1989	3126	3.584327949
1989	3129	4.476299444
1989	3130	20.42361642
1989	3132	4.255445232
1989	3134	6.465216582
1989	3135	9.128543347
1989	3138	5.049599655
1989	3144	8.205348113
1989	3148	5.287604161
1989	3153	11.08472074
1989	3157	5.66351682
1989	3158	3.377916568
1989	3171	6.765014994
1989	3172	7.61136896
1989	3177	3.297799983
1989	3178	4.192431524
1989	3184	6.186658115
1989	3185	11.54950863
1989	3186	10.12367852
1989	3199	4.213713988
1989	3206	5.607881157
1989	3212	12.5358212
1989	3213	8.653440268
1989	3216	5.447744322
1989	3218	7.101547147
1989	3221	8.056812052
1989	3226	15.82737448
1989	3227	4.590930184
1989	3228	18.34605878
1989	3229	4.244726573
1989	3230	5.839750743
1989	3231	3.590138536
1989	3234	6.731464385
1989	3238	3.324503638
1989	3239	27.92463173
1989	3240	12.17345876
1989	3243	15.60318304
1989	3245	3.004125693
1989	3246	6.880258968
1989	3248	3.953193342
1989	3255	18.10690459
1989	3257	11.73993385
1989	3265	27.92463173
1989	3270	4.781698705
1989	3273	7.282656444
1989	3275	6.272140467
1989	3276	14.65204589
1989	3277	5.142781735
1989	3278	9.159449503
1989	3281	6.943707331
1989	3282	7.421506215
1989	3288	11.14523888
1989	3289	6.884282599
1989	3291	5.478028262
1989	3297	4.593236132
1989	3300	3.426302788
1989	3304	6.432511252
1989	3306	6.34666964
1989	3308	3.049983045
1989	3310	5.113593704
1989	3311	4.701866376
1989	3315	4.017669376
1989	3325	6.217991695
1989	3333	4.521234003
1989	3334	1.679933324
1989	3336	5.064624175
1989	3342	6.597462375
1989	3343	3.921535487
1989	3354	6.190852767
1989	3358	6.601029469
1989	3365	6.505348498
1989	3366	7.232082823
1989	3367	5.946022689
1989	3368	3.601421937
1989	3370	5.122497006
1989	3371	2.838374805
1989	3372	3.149755648
1989	3373	5.041140918
1989	3375	4.955451854
1989	3383	3.652296285
1989	3387	10.26826767
1989	3391	10.8648203
1989	3393	9.143245954
1989	3394	13.12987228
1989	3400	16.04264703
1989	3407	9.17037965
1989	3408	10.39795073
1989	3409	10.02777358
1989	3413	15.20093643
1989	3414	4.932361852
1989	3415	2.410130974
1989	3416	6.645945652
1989	3419	15.0215387
1989	3422	5.376003697
1989	3424	3.351864561
1989	3426	12.0414606
1989	3429	10.53544625
1989	3431	11.30660513
1989	3432	8.124261772
1989	3439	16.80132838
1989	3444	8.871067255
1989	3459	15.90060258
1989	3461	9.276536542
1989	3463	5.517948099
1989	3465	2.571449103
1989	3473	10.37459029
1989	3478	4.765312545
1989	3480	8.907443341
1989	3482	4.672776321
1989	3491	7.856558947
1989	3497	4.221153949
1989	3500	10.72616776
1989	3502	2.900916467
1989	3503	4.269718727
1989	3504	4.936243332
1989	3505	9.04095784
1989	3512	27.65205659
1989	3513	7.121723867
1989	3515	6.799096985
1989	3518	5.653345707
1989	3519	2.934239724
1989	3520	3.45467531
1989	3524	3.890127793
1989	3527	7.458085412
1989	3532	1.623505187
1989	3537	12.75982598
1989	3542	7.701515224
1989	3543	7.175094875
1989	3547	4.558549899
1989	3555	11.51322862
1989	3556	2.355063233
1989	3557	6.881336519
1989	3562	3.813097331
1989	3564	8.476087036
1989	3570	3.910189954
1989	3574	9.036801247
1989	3580	5.824193595
1989	3581	5.314920517
1989	3583	8.837598556
1989	3584	7.480619709
1989	3586	4.658320321
1989	3587	7.67811564
1989	3594	4.592520646
1989	3601	3.147199366
1989	3607	2.949297054
1989	3609	5.960016676
1989	3615	2.688138865
1989	3617	3.382372161
1989	3618	5.581356832
1989	3619	2.919352891
1989	3622	2.139716788
1989	3625	10.48276937
1989	3628	20.48512686
1989	3637	12.70677367
1989	3639	5.714989965
1989	3640	5.961556167
1989	3642	5.902644531
1989	3643	11.41519403
1989	3645	8.598293226
1989	3647	1.684254246
1989	3650	14.26780248
1989	3657	5.560845543
1989	3662	7.068485649
1989	3665	7.800683781
1989	3666	3.554685949
1989	3668	3.678229773
1989	3672	2.372929714
1989	3673	4.983622928
1989	3674	6.535521251
1989	3683	7.626475549
1989	3684	5.527103729
1989	3686	6.808955257
1989	3689	5.99133509
1989	3691	9.88108842
1989	3693	3.004125693
1989	3700	2.377883966
1989	3702	6.7544338
1989	3703	3.461334476
1989	3705	6.360208166
1989	3707	6.883051611
1989	3708	8.662677548
1989	3712	6.241027531
1989	3715	2.493666065
1989	3716	10.06415634
1989	3725	5.321533089
1989	3729	7.003212821
1989	3734	4.169303747
1989	3735	2.785878639
1989	3736	6.34464404
1989	3747	5.33959204
1989	3751	1.251457042
1989	3756	5.40641697
1989	3760	8.526112859
1989	3761	7.037337745
1989	3762	3.80972327
1989	3765	12.09809555
1989	3769	4.713582181
1989	3772	2.211765896
1989	3773	3.646368964
1989	3776	6.659413054
1989	3779	1.759147721
1989	3781	4.649305839
1989	3782	5.158703334
1989	3785	2.764871075
1989	3786	5.318712172
1989	3787	6.079069705
1989	3789	2.692466535
1989	3792	5.246657246
1989	3793	3.240449718
1989	3796	4.536874354
1989	3798	4.990679042
1989	3799	5.027377993
1989	3805	6.609610181
1989	3806	26.44026989
1989	3807	11.08459175
1989	3811	2.909667407
1989	3813	24.61477577
1989	3814	14.88428103
1989	3819	2.723687353
1989	3821	4.454583927
1989	3824	4.372186532
1989	3827	4.65838748
1989	3829	1.118574498
1989	3831	11.69967081
1989	3832	3.416719372
1989	3835	6.579844938
1989	3839	3.461742688
1989	3840	3.539487306
1989	3842	14.29721555
1989	3844	5.111122796
1989	3848	17.90239886
1989	3849	7.38269614
1989	3851	7.267210855
1989	3855	5.77142115
1989	3857	4.387010385
1989	3861	11.44675073
1989	3863	3.706701476
1989	3868	2.422239086
1989	3872	4.430987182
1989	3878	4.759334905
1989	3885	1.666850035
1989	3886	2.47450428
1989	3888	6.273534953
1989	3895	3.250413529
1989	3896	4.342941325
1989	3897	19.00116882
1989	3908	2.96652681
1989	3911	2.617264143
1989	3913	1.179534015
1989	3916	6.102960384
1989	3917	5.327786842
1989	3918	7.807675493
1989	3930	16.50910242
1989	3933	5.129031003
1989	3935	3.996820839
1989	3936	10.08606364
1989	3937	5.336926911
1989	3938	4.691851113
1989	3940	8.766969658
1989	3946	4.225524011
1989	3948	6.610974424
1989	3955	6.173518291
1989	3957	9.29701899
1989	3961	6.101752958
1989	3963	9.022911348
1989	3969	3.985125213
1989	3971	4.513741524
1989	3975	6.98235258
1989	3979	6.241110843
1989	3980	5.711987056
1989	3986	4.505537921
1989	3992	12.75985904
1989	3994	4.960690558
1989	3999	4.266043407
1989	4001	4.754999284
1989	4005	2.937973729
1989	4008	10.06047174
1989	4009	2.867215227
1989	4016	3.029024852
1989	4024	3.393966492
1989	4025	20.52453077
1989	4029	9.44080566
1989	4034	7.517287247
1989	4040	3.024961196
1989	4049	2.830987578
1989	4050	6.742508319
1989	4051	4.348028336
1989	4052	2.144758087
1989	4054	4.244526308
1989	4055	2.617539423
1989	4058	27.92463173
1989	4060	5.028748278
1989	4062	6.656959814
1989	4065	17.53347414
1989	4066	4.837354686
1989	4069	7.50296987
1989	4072	4.623348177
1989	4073	16.36644666
1989	4077	5.976958375
1989	4078	3.785321959
1989	4079	6.31570206
1989	4082	8.285395011
1989	4083	3.459547331
1989	4085	3.360005098
1989	4087	8.906631544
1989	4093	14.70645902
1989	4094	11.6604653
1989	4100	9.169289332
1989	4103	13.64761527
1989	4105	2.820300391
1989	4108	4.68332305
1989	4110	9.199408838
1989	4115	4.335819719
1989	4120	4.693699182
1989	4121	3.652273145
1989	4123	3.711640144
1989	4124	6.441441695
1989	4126	7.656271739
1989	4127	7.569236292
1989	4128	4.662362969
1989	4132	8.963661842
1989	4137	5.281621969
1989	4138	1.282030586
1989	4145	7.226909224
1989	4148	2.736748971
1989	4156	5.169107267
1989	4159	9.212115488
1989	4160	6.357739294
1989	4162	5.110090068
1989	4169	9.166739857
1989	4176	7.25646007
1989	4182	4.45305714
1989	4186	2.916292456
1989	4189	12.48716488
1989	4191	19.67220228
1989	4193	11.0420762
1989	4194	4.762321919
1989	4196	27.92463173
1989	4199	6.388887258
1989	4201	5.81555174
1989	4204	2.727672409
1989	4205	15.45882431
1989	4213	4.812448237
1989	4220	3.074141012
1989	4222	4.882075497
1989	4223	2.836162598
1989	4225	4.509466006
1989	4230	8.208161508
1989	4238	4.523451475
1989	4241	20.81851716
1989	4243	6.940491121
1989	4250	3.538885574
1989	4251	4.922097148
1989	4253	3.497066593
1989	4265	5.268669779
1989	4267	4.349531679
1989	4270	1.80596443
1989	4273	3.183178584
1989	4274	6.04082903
1989	4275	4.591219432
1989	4279	4.215319327
1989	4280	6.76606551
1989	4283	6.808723156
1989	4285	6.278113538
1989	4290	2.19402117
1989	4292	5.487577643
1989	4293	6.50633135
1989	4296	5.039844086
1989	4297	6.86295214
1989	4299	3.026888608
1989	4313	10.73439036
1989	4321	4.686655783
1989	4322	4.75621421
1989	4328	4.529302792
1989	4329	3.407190452
1989	4331	10.8166477
1989	4335	6.765061496
1989	4340	2.019553898
1989	4344	7.378846794
1989	4348	12.92128071
1989	4349	6.146783807
1989	4351	10.64482437
1989	4364	16.95583964
1989	4367	8.614034802
1989	4369	12.95436016
1989	4371	5.970776897
1989	4372	5.420825264
1989	4374	5.557310871
1989	4378	4.839937914
1989	4381	6.507542393
1989	4383	8.256851269
1989	4388	2.965361181
1989	4393	18.57425239
1989	4401	6.968801623
1989	4402	5.626481868
1989	4409	6.86992182
1989	4411	3.257101566
1989	4413	5.182463652
1989	4414	10.24948404
1989	4415	3.926817556
1989	4416	3.019307063
1989	4418	9.200287216
1989	4421	8.946966462
1989	4423	6.350364919
1989	4424	7.663852409
1989	4425	10.50375421
1989	4427	1.88945496
1989	4430	6.50431734
1989	4431	10.92849725
1989	4434	9.075218899
1989	4448	3.674238167
1989	4450	3.086531733
1989	4451	6.080009113
1989	4453	2.604609662
1989	4454	6.430909012
1989	4456	2.284209242
1989	4457	6.396911167
1989	4460	4.677067096
1989	4462	6.112602918
1989	4467	5.179049538
1989	4469	3.485375113
1989	4471	2.691238198
1989	4472	3.995777566
1989	4473	5.139130488
1989	4476	8.430125573
1989	4479	5.241135566
1989	4485	5.249473579
1989	4494	6.821638384
1989	4496	15.46577783
1989	4497	2.847959232
1989	4498	3.733736756
1989	4503	3.840452246
1989	4506	15.65579747
1989	4510	27.92463173
1989	4515	6.473770816
1989	4517	12.79541655
1989	4526	4.837786453
1989	4529	8.203780687
1989	4530	7.401081307
1989	4546	19.21954411
1989	4547	5.263532341
1989	4551	1.838996363
1989	4552	9.46206645
1989	4553	2.946115325
1989	4564	5.40489351
1989	4568	3.305537664
1989	4572	4.389222333
1989	4573	13.86124712
1989	4578	4.711691206
1989	4579	2.380754751
1989	4585	3.426006493
1989	4589	8.553530615
1989	4592	1.920030531
1989	4595	3.800896148
1989	4596	3.331678767
1989	4598	7.188540361
1989	4603	3.516178059
1989	4605	10.70748613
1989	4608	2.77086759
1989	4622	4.119296775
1989	4623	5.344513066
1989	4629	3.779951289
1989	4632	8.92262689
1989	4635	2.399792861
1989	4639	5.090637054
1989	4640	9.444303368
1989	4641	5.061420525
1989	4645	4.715836802
1989	4653	26.73600888
1989	4660	4.427569263
1989	4664	5.79008952
1989	4666	7.703747409
1989	4668	5.538960011
1989	4671	4.115448946
1989	4674	4.94183242
1989	4675	4.434805973
1989	4678	4.050762259
1989	4679	8.526820676
1989	4680	7.698256358
1989	4682	5.357458922
1989	4685	9.917578838
1989	4689	3.669918945
1989	4691	21.09508221
1989	4694	27.92463173
1989	4699	5.536880804
1989	4700	12.16604114
1989	4703	11.45798365
1989	4704	7.910230519
1989	4710	7.342173014
1989	4719	11.96263402
1989	4731	3.837525707
1989	4737	9.343035918
1989	4740	4.804909576
1989	4742	4.143812499
1989	4743	2.527725515
1989	4746	2.832720672
1989	4747	7.705098102
1989	4751	13.26243606
1989	4758	4.038634865
1989	4759	13.11237487
1989	4764	10.73095484
1989	4768	7.990597091
1989	4769	3.765185221
1989	4771	1.358461713
1989	4772	4.965372674
1989	4777	5.507525016
1989	4779	5.501237706
1989	4781	5.819783967
1989	4782	5.716246553
1989	4783	5.149186195
1989	4790	5.333964508
1989	4793	3.483722006
1989	4800	11.71970221
1989	4801	2.043040844
1989	4802	14.92495077
1989	4806	4.747084648
1989	4807	3.688188061
1989	4809	2.038382219
1989	4817	5.152081925
1989	4818	11.87348427
1989	4819	6.072052811
1989	4826	8.75652966
1989	4828	2.334135223
1989	4830	5.966069785
1989	4836	1.713401578
1989	4837	23.54582683
1989	4839	12.37542079
1989	4843	3.929612202
1989	4844	6.586233523
1989	4845	4.223741661
1989	4847	4.754126625
1989	4854	3.991119133
1989	4856	5.726820374
1989	4860	5.0745876
1989	4864	5.193635708
1989	4873	5.973591596
1989	4877	7.005688597
1989	4878	2.72702695
1989	4881	1.585255977
1989	4885	8.890018837
1989	4892	3.037819894
1989	4894	27.21905884
1989	4895	24.20329905
1989	4900	6.000049669
